id,premise,hypothesis,lang_abv,language,label
d2f1618d86,Gastal it in those who have a chance,Spend it on the options that could work.,es,Spanish,0
e25a72c64e,"Across the river from the city, it has superb views; rooms are very contemporary in design.",It has great views of the city and very sleek furniture in the lobby.,en,English,1
ed7ceea226,You don't have to stay there.,You can go.,el,Greek,0
1d14c96e04,Last year you generously donated $-.,"You donated $ 10,000 last year.",es,Spanish,1
d5ec40fac4,"At that event, legal services personnel, court personnel, and other technology experts saw demonstrations by four companies on their products, and assessed their utility for preparing pro se documents.",Legal services personnel saw product demonstrations.,en,English,0
b56bf3c292,For normal use in the third group they have the beginning of sexual definition.,This does not excite.,sw,Swahili,2
7e840bc5dd,no i i just painted,I just painted a huge mural depicting a tiger empaling a small dog.,en,English,1
2fa504b987,The second thing that I may see is what they can bear,They cannot bear much costs.,ar,Arabic,1
58d75f42d7,"He was looking for comfort in the line on the open page in front of him: Levius Fit Patientia Quicquid Corrigere Est Nefas.I searched, but barely found it.",The language described on these pages is the native language of the Earth.,ru,Russian,1
bc192bb769,"I understand,"" continued the Coroner deliberately, ""that you were sitting reading on the bench just outside the long window of the boudoir.","""Just outside the window of the boudoir, I understand that you were sitting and reading"", continued the Coroner.",en,English,0
df9e5418ac,"Managing better requires that agencies have, and rely upon, sound financial and program information.","To manage better, agencies often need to rely on unsound information.",en,English,2
ccbd44dc63,"Most of it, I couldn't even begin to identify.",I didn't know what any of it was.,en,English,0
251635fbed,In the small marina you can eat while surrounded by expensive boats.,Everyone in the small marina owns a boat.,en,English,1
e6723704a7,"Believe me, thank you.",One is truly grateful.,sw,Swahili,0
134614750f,"Shoot only the ones that face us, Jon had told Adrin.",Jon told Adrin and the others to only shoot the ones that face us.,en,English,0
02c2fa2677,00 have invested in a working program for a person in well -being saves $ 3.,Percentage of twenty -five and older people are in interest.,sw,Swahili,1
c88dbea81b,The survey distracted Captain Blood from his unhappy thoughts.,Captain Blood was able to think of his counter -unlocked ideas.,es,Spanish,2
dadf586ada,and uh i'm originally from Virginia and uh and my memories of summer have always been that stifling humidity,I've never stepped foot in Virginia and I have no idea what summers are like there.,en,English,2
64cf530dbb,Figure 3 shows the basic results for two models.,Figure 3 shows what the models do.,sw,Swahili,0
1f1444907c,"Possibly three months.""",It could be two months.,en,English,1
0abeee083f,Higher -level complexes of molecular devices arise because natural selection can affect the collective characteristics of such molecular sets when these collective characteristics add to the ability to increase the ability.adaptive energy.,These molecular devices are largely used to produce different poison for protection purposes.,vi,Vietnamese,1
62ff9bdd8f,"Oh but anyway, my children are twenty-one and twenty-four years old now, so I don't have to",I don't need it because my children are over twenty years old.,fr,French,0
008ba20158,"Even us if you needed,"" said Jon.",He offered himself if needed.,en,English,0
efb66faffe,"What can happen to the traditionally heartless approach of the military, expressed in search of a scapegoat?",The military has a story of the scapegoat.,ru,Russian,0
acc5dbcbff,"I see, said Tuppence thoughtfully.","""I understand,"" said Tuppence after taking a quiet moment to carefully consider the information.",en,English,1
9ee4be5fc4,"Shortly after stepping out on the bridge, Jon felt the entire walkway narrow.",The walkway narrowed as Jon stepped out on the bridge.,en,English,0
172985b606,"Missouri was asked to continue its planning efforts and file a supplemental planning report with LSC on or before October 1, 1999.",Missouri was happy to continue it's planning efforts.,en,English,1
7931a6acc7,"Life, unlike Reich's book, is not a series of morality fables.",Reich's book is a series of morality fables.,en,English,0
b2323c2da4,"Tommy Thompson of Wisconsin and Mayor Rudolph Giuliani of New York, the conservative vanguard on the issue, show no inclination to exploit research that says, in effect, Why care about day-care quality?",Thompson and Giuliani don't want to care about day cares.,en,English,1
bdc70ac3ef,"7) Nonautomated First-Class and Standard-A mailers have the option of requesting that their mail be processed manually, even though the costs for such processing are substantially higher than mechanized processing.","Nonautomated First-Class and Standard-A mailers can ask for their mail to be processed by hand, though it costs the postal service 40% more.",en,English,1
6a6b70754d,But as I had forgotten that I was going to have lunch but I was hungry.,I was hungry so I decided to eat my lunch.,hi,Hindi,0
c58ed7bf74,no uh i have a friend who works for TI and uh i work for a a tire service here in i'm from Dallas,I live in Dallas and work for a tire center and my friend works for TI.,en,English,0
053defc62c,the only thing that they had a great abundance of was uh you know human beings,They had few other resources.,en,English,1
b6a06d92b8,Both professors soon realized that creating a new language was not an easy task.,Professors realized it was easy to make a new language.,en,English,2
b8a91abf49,"Stale macho jokes and formulaic cliffhangers drive this chase-by-numbers thriller on the bumpy road to nowhere (Holden, the New York Times ).","Stridently macho, loud and predictable, the film goes nowhere.",en,English,0
9d61981267,I have been the same content.,I find the same thing as other magazines.,ur,Urdu,1
6ea95ef718,The two programs are currently housed in buildings about a block apart.,The buildings for the two programs are approximately one block apart.,en,English,0
d25fe31440,"Much more cultural and artistic opportunities exist in Indianapolis, but none is of better quality than Civic Theater.",Civic theater is located in Tampa.,fr,French,2
81a3debfdf,"Mandala members of infinite mandalas differ only in basic amplitude, so the law, applicable to each Mandala member.",Mandala members died.,vi,Vietnamese,0
4fd57b741d,yeah that that i i had a i had a program due and uh one one window i had the program and the other one i had the program running so if there was ever a mistake i could easily check you know i could look at the program and say this is where i made the error,Because of the way it worked it was simple for me to keep track of my mistakes.,en,English,0
44fd8e7663,"Yes, I didn't even think about it, but I was very disappointed, and, I talked to him again.",I was so sad that I started talking to him again.,vi,Vietnamese,0
4c4be486a2,that's hilarious to to get that jack off that's right oh that's a funny story,The story is about the washing machine.,en,English,1
64e6c8c8d3,and it just depends on how bad that person is,"It depends on the condition of the person, what kind of nursing home they go to.",en,English,1
2ac590aa31,"The levadas were largely built by slave laborers from Africa, whose primary employment was on sugar plantations.",The levadas were built by the workers.,en,English,2
98732abb61,"In young and pre -school children, the main cause is the repeated ear infections.",The majority of young children will contract an average otitis.,fr,French,1
a494ecce32,"In April 1453 the Sultan's armies massed outside the city walls, outnumbering the Byzantines ten to one.",There were ten times as many of the Sultan's armies than Byzantines but they still lost.,en,English,1
a9951f3709,At the fulcrum is a coffee bar and cafe under a giant screen television flanked by CD listening stations.,There are no audio facilities near the coffee bar and cafe.,en,English,2
b2d7dd5d36,The state legislature provides significant bipartisan support for the legal services delivery system.,Legal delivery is wonderful in the state,en,English,1
b86670b3ab,"In a further role reversal, Gingrich may have positioned himself to fill it.",Gingrich should not be in power.,en,English,1
d528befcd6,Your motives were no doubt worthy ... Your gratitude to him for saving you from the Spaniards.,The Spaniards had caught you before he pulled you out of them.,bg,Bulgarian,0
7fc9d311f3,The rabbis were not impressed by these signs.,The rabbis did not know the signals.,es,Spanish,2
46b89b54c3,The second had to be one of the small puppies born together and the only male that I used had a problem with his teeth,She does not have any dogs.,ar,Arabic,2
8dc76fc843,Nabatean trading town on the route from Gaza to Petra .,"Between Gaza and Petra, there is a Nabatean trading town.",en,English,0
c9bfb47b3a,I have more work.,I have no work or what I like to do,sw,Swahili,2
e806d12876,"There are some predictions about the cash flow on my desk and, um, it is for a customer named Cutty.",We do not have any customer is Cutty.,vi,Vietnamese,2
7fd1ea8340,"Shree/Haquki Batta, Begar, Peon, Dakota, Dakoity, Dhan, Dharna, Kotwal, Kotwali, Panchayat, Pottah, Sabha",There are many ridiculous words that explain the government.,tr,Turkish,0
df7c322e82,Another quarter billion plus dollars of the total amount sought was earmarked to pay down operating debt accrued in past years.,Another quarter billion dollars or more was earmarked to pay down debt.,en,English,0
7fb27fe803,Last year you generously donated $.,Last year you didn't donate any money.,bg,Bulgarian,2
d4c5a20d27,Sometimes more than one denomination shares one church.,One church always has one denomination.,en,English,2
19d54374c4,it can't last seven years but it can last five IBM says let's throw it away Leading Edge will say we'll buy it from you,It will definitely last for at least seven years.,en,English,2
21a2318317,"So: Did you order it?He said with a disbelief, while Lord Julian raised his eyebrows.",He spoke and Lord Julian raised his lion.,es,Spanish,2
520ef28e4d,Outside the cathedral you will find a statue of John Knox with Bible in hand.,There are many statues in front of the cathedral of famous religious people.,en,English,1
84fea7b4f7,"A little past the small theater built for local dramatic performances, there's a fine view across the bay to Basse-Terre.",There is a good view of the bay.,en,English,0
3626d60939,"God, what is human life worth, but one way or another you can restore someone's good name",Regardless of the restoration of what to live for.,ru,Russian,0
6292578f6d,Seeing it is a topic for me.,Someone should control it.,ar,Arabic,0
aae630fdb2,"Relax, Miss DalryMple, when I re -edit speech recording for printing, I always use the old, kind, academically clean English.",I rewrite speeches for my work.,ru,Russian,1
6e385ea8d0,"It is not difficult to see from the 5 -page personal thanks (compared with only two pages of references), most of the dictionary depends on one -handed survey.","These dictionary documents appear in individual thank you, and its content relies largely to original research.",zh,Chinese,0
569b2a25bf,Do you have to take a vague,Correct what you had that was wireless.,bg,Bulgarian,0
6cc21ce8d3,Because in the image of God he created Adam.,Adam was delighted that he was made in the image of God.,fr,French,1
fb18926aae,"[Xviii, 4] refers to Huevos in the slang concept, 'balls', not in the literal sense, eggs.",The word Huevos has fun.,el,Greek,1
97b9c90b31,"Governed by the great bendahara Mutahir with more diplomacy than military force, the sultanate asserted its supremacy over the whole Malay peninsula (except for the northernmost Thai-held Patani region) and across the Melaka Straits to the east coast of Sumatra.",Mutahi ruled by showing force over his subjects.,en,English,2
c86c916ff6,"28 In some cases, the power failure is longer than necessary.",Sometimes you need to turn off the power longer.,vi,Vietnamese,1
0a2bc0a5a3,oh wow no i just started about well five years ago i think,It had started five years ago.,en,English,0
c4b067cbe8,"[W]e have a book worthy of its subject--graceful, astonishingly well researched, yet imbued with a sense of flow that is rarely achieved at this level of scholarship, says Daphne Merkin in the New York Times Book Review . (See Sarah Kerr's review in Slate.)",The woman did not recommend anyone read the book.,en,English,2
7ff0f8f1f6,"And really it's a great relief to think he's going, Hastings, continued my honest friend.","I'm glad to hear that criminal will be out of our community soon, remarked my colleague.",en,English,1
4ae205fb81,My love affair with Irt is a long story.,I still haven't met someone who likes Irt like me.,vi,Vietnamese,1
ba4bb9d2a9,but i think that's probably a good idea,I believe that is potentially a great idea.,en,English,0
40506d31d8,That is found in the shadow of the Apollo tree.,The urn that contains Apollo's ashes is under its tree.,es,Spanish,1
3accbe32cc,uh uh yeah that well um the older you get the more convenience you try to bring with you i guess so i'm up to dragging the trailer around which is my next step is going to be probably Winnebago i hope if i only can afford one but that,"The older you get, the more you want to be spur of the moment.",en,English,1
1f1e6bb244,"After Sudan demanded that terrorist groups stop supporting, the US government declared the country as a state terrorist organization in 1993.",Sudan supported terrorists with cash payments and trainings.,tr,Turkish,1
c551f7bc2f,His proud reserve--a product of 40 years in the spotlight--is refreshing but does not bode well for his capacity to shepherd big ideas through Congress.,He is quiet but still gets lots of things through Congress.,en,English,1
647db7f377,"Jon replaced Susan's cloak with a white robe and a head scarf, also quite dirty.",He didn't want the men to recognize her.,en,English,1
03d4352ef8,"Anyway, I called Ramona back because there was something I would ask, I said, I said, I said, ""Let me get it up, I had a question about what I did.",I wanted to ask Ramona a question.,tr,Turkish,0
ea8cc62426,"Oh, well it, uh, the speeds are higher, faster and faster until we spread it outside.",The speed makes me nervous.,ar,Arabic,1
2414d9389a,But I was in a hurry to disembark.,The person took his time.,fr,French,2
484e86c44f,The people of the International Academy of Arts and Digital Sciences innovated by creating an ingenious variant in this maneuver.,The people of the school only followed their example.,fr,French,2
28791b1edf,"It is known that saving from the ongoing income is the way to build up for assets and to pay the old borrowed back, so increase the net value.",It has been proven that saving is now the best way to collect assets.,de,German,0
0359b3dc09,"I should think someone has taken charge of it.""",No one should have taken charge of it.,en,English,2
5698f03fdb,"In the meantime, Caldas de Monchique is an excellent place for a picnic and a forest walk.",Caldas de Monchique is a terrible environment for a picnic,de,German,2
e25924cb91,"Just as in ancient times, without the River Nile, Egypt could not exist.",Many Egyptians take for granted how important the nile river is.,en,English,1
de7cbc63c9,Cumulated assets can generate income in the form of interest and dividends that can be saved in turn.,The interest and dividends create a lot of money.,de,German,1
df4e56fa48,"Legal Services Corp., 02-CV-3866, names as defendants the national Legal Services Corp., which distributes federal grants to providers, and Legal Services of New Jersey, which distributes state money.",Legal Services Corp. wasn't a named defendant.,en,English,2
2818acda1a,"The statue was beheaded several years ago by islanders, who blame Josephine for her role in the slavery in Martinique.",Josephine is responsible for the slavery in Martinique according to locals.,en,English,0
096e6eef6c,"They teach us to be resolved, implacable and ingenious.","Learning to be resolved, relentless and resourceful is both demanding and difficult, but they skillfully teach it.",fr,French,1
53716b37ba,"The important person in the Bush's White House team is the National Safety Advisor to Liza Condo.Rice, who used to be a member of the NSC in the management of George Head Bill",The Condo Lisa Rice is not known to Bush officials.,th,Thai,2
5b32619310,Their goals remain influential as India approaches the new millennium while it continues to modernize its industry and increase its agricultural output.,India's agricultural output has doubled in the last decade.,en,English,1
d323519cda,"In addition, Indiana residents can receive tax benefits using a tax deduction, directly from the total amount of tax revenues of the state.",Residents of the state of Indiana receive 50% tax credit if they make donations to the theater.,ru,Russian,1
f721671649,The most popular form of shadow theater is known as Wayang Siam.,Wayang Siam is the least popular form of shadow theater.,en,English,2
f530997d44,There would be little benefit to national saving from allowing early access to mandatory accounts with set contribution levels-which has been proposed for Social Security (see Q4.,There would be happier people to national saving.,en,English,1
befef9e13d,The White House denies this.,This has already been repudiated by the White House.,en,English,0
89f6e303cb,"San Francisco Ballet has its own main season at the Opera House in the spring, but also performs during December.",Several demonstrations were held in the Ballet season in San FrancSco.,hi,Hindi,0
758f06abc7,Extensive documentation of the IPM is available at //www.epa.gov/airmarkets/epa-ipm/index.html.,They are not available online.,en,English,2
c794c2e06e,"He was suspended publicly in San Jose, California on March 19, 1875.",He was hanged for inciting rebellion and stealing horses.,zh,Chinese,1
bdb45795fc,"Especially with regard to the complaint about relying on friends, Prudie suggests that they have a long and serious conversation between Herz to talk to their wife, who tears their disorders with their decisions.",Prudie says that you should keep it for yourself.,de,German,2
c19e2d5d00,You can see samples of all local crafts.And you will be able to pay at a cheaper price in the resortEspecially if you practice negotiation skills in advance,This place is more expensive than everywhere!,th,Thai,2
c2af80584e,"Tommy Thompson of Wisconsin and Mayor Rudolph Giuliani of New York, the conservative vanguard on the issue, show no inclination to exploit research that says, in effect, Why care about day-care quality?",Thompson and Giuliana are exploiting the research.,en,English,2
1cc7410dd4,huh-uh the the yeah see the Taurus Show has the spoiler kit and the and the big engine and the and stuff like that,The Taurus show was missing spoiler kits.,en,English,2
7189339a73,This effort was made before September 11 and continues on a very enlarged scale.,"Since 11/9, effort financing increased by 120 %.",es,Spanish,1
a31c6546f2,The best tactic in a state of incompleteness is to introduce yourself to happiness.,Individual errors can bring a bad situation.,sw,Swahili,0
228af3bd2b,My mother was injured that it was not one of her suggestions earlier so she was standing for working in farms where some of the other children did not work in the fields.,My mother grew up in a golden baby so she didn't need to work.,sw,Swahili,2
04ce55048c,Through Responsive and Naturalistic Approaches.,Through natural and responsive approaches,en,English,0
e5bc470afb,Onu terk etti ve daha sonra Wolverstone ile raya dayanarak onlarca denizcinin çalıştığı ve teknenin kıç tarafındaki alanda kırmızı bir figürün yönettiği yaklaşan o gemiyi izledi.,The upcoming boat was a small boat carrying only 3 people.,tr,Turkish,2
acf268c6b2,"I told him, I tried to explain to him that I was disappointed because I didn't have enough information I needed.",I told him I need more information.,vi,Vietnamese,0
f8042148d6,"They are built on the site of David's Tower, once the largest and most formidable structure in the castle.",There are columns on David's Tower.,en,English,1
8c99b16478,"Before we spend another half mile we will be within range.Wolverstone was sworn carefully, then suddenly controlled.",Wolverstone cursed when they realized they had half a mile still before they were at a distance.,el,Greek,0
77be41f4df,"Nowadays, a poverty lawyer working for one of New York's many agencies representing the indigent - including Legal Aid, the South Brooklyn Legal Services, the Lawyers Alliance for New York, InMotion, the Lawyers Committee for Human Rights, Volunteers of Legal Service, the Bronx Defenders and New York Lawyers for the Public Interest - might begin his or her career at $32,000 per annum, compared with the $125,000 average first-year associate salary at the city's larger firms.","Poverty lawyers might make $32,000 per year starting out.",en,English,0
c9cdb2b731,you know and then how long are they supposed to take it,You know how long they're supposed to take the medication,en,English,1
1e3103c933,They proclaimed Japan's mission to bring progress to its backward Asian neighbors in language not so very different from that of the Europeans in Africa or the US in Latin America.,The Japanese were merely following their version of America's manifest destiny.,en,English,1
b7c4d0ae23,"Oh, what a fool I feel!",I cannot believe I just did that.,en,English,1
7cbc3d1337,said San'doro.,San'doro spoke.,en,English,0
e341f12fa1,"Therefore, adults should not train pre -school children to pretend, as they sometimes do when they are helping them to master puzzles or other similar tasks.",Pre -school children do not need so much help to learn how to pretend.,bg,Bulgarian,0
393ad65d3c,The request for subsidies is a form of begging in which the participants are very well dressed.,No one asks for money by wearing beautiful clothes.,fr,French,2
c6e980fab1,This means that all molecular elements of the system are treated mathematically as if they are in a truly well -mixed container to which polymers and photons of a constant value are added.,You can't add things at a constant pace.,bg,Bulgarian,2
b5dbec3c46,"South Carolina has no referendum right, so the Supreme Court canceled the vote and upheld the ban.",The Supreme court upheld the ban because South Carolina has no right to make referendums.,en,English,0
806857300b,"Rudolph Giuliani defends his Shooting of Amadou Diallo to Newsweek.[The New York Police Department] Not the KKK, he offers.",Rudolph Giuliani reported on Newsweek about his services in the shooting struggle for Amadou Diallo.,sw,Swahili,0
62ae52f6a6,It means that they gather and interpret their material fairly and argue about its interpretations rationally.,They gather and interpret the material fairly and argue rationally about it.,en,English,0
b05536587b,"But they also don't seem to mind when the tranquillity of a Zen temple rock garden is shattered by recorded announcements blaring from loudspeakers parroting the information already contained in the leaflets provided at the ticket office; when heavy-metal pop music loudly emanates from the radio of the middle-aged owner of a corner grocery store; and when parks, gardens, and hallowed temples are ringed by garish souvenir shops whose shelves display both the tastefully understated and the hideously kitsch.",A Zen temple rock garden is a zen place.,en,English,0
1d557a3585,"In addition, part of the Norman Gothic La Martorana church has been converted into a Baroque -style exterior wall and porch. There is a delicate clock tower and four slender vertical windows.","The church has a $ 100,000 reconstruction project.",zh,Chinese,1
d01bf41055,it's actually there well Iraq has had uh designs on that place since nineteen twenty two so you know it wasn't like something that just suddenly popped up,Iraq has always wanted to control that area since 1922.,en,English,0
461ba8951c,"A fine Crusader arch leads down a dimly-lit broad stairway to the dark subterranean Church of the Assumption, a Greek Orthodox church.",The Church of the Assumption is located underground through a Crusader arch.,en,English,0
d446ec1d10,"Well, there is no one to help me.",There are a lot of people to help me.,fr,French,2
dcd7065d4d,the net cost of operations.,The gross cost.,en,English,2
50528e7efa,But-with your permission-there is certainly nothing that can be understood by Colonel Bishop.,The bishop was supposed to arrest a criminal.,el,Greek,1
bf942950cf,"Among some different changes, a young girl obviously violated religious beliefs, insisted on dancing on Jesus' suffering day, and a Catholic family of Chicano. This is a day of devotion and holy and respect.",The girl knew that she could do anything except to the church.,zh,Chinese,2
09029cb5df,Marriage is an important institution.,Marriage is important to society.,en,English,0
a10c05b6e5,"The officer who observed the southern tower collapsed, brought him back to the ESU unit in the North Tower in evacuation instruction.",The officer witnessed the collapse of the South Tower.,fr,French,0
aacd4fb196,The day -care companies consisted of a captain or a lieutenant and five firefighters,LADDER companies in other cities often contained up to 8 members.,fr,French,1
9f350321fa,"However, assuming the procedural requirements of Chapter 36 are met, changes negotiated by the Postal Service and a mail user for their mutual benefit may merit recommendation under the applicable statutory standards.",Changes negotiated by the Postal Service are too regular and prohibit my postal services.,en,English,2
10588c1938,"For a brief summary of these routine procedures and the reasons why the intersections are not properly absorbed, see Graham Alison and Philip Zelikov, Essence of Decision, 2nd ed.",The intercepted conversations were sent to an inappropriate person for analysis.,bg,Bulgarian,1
c1cf82faba,yeah well the uh NC double A tournament's going on right now and uh i haven't watched it this year because Louisville's out of it this year,I'll watch the basketball tournament next year.,en,English,1
7c00c6c05c,Well? cried Tommy eagerly.,Tommy didn't speak.,en,English,2
08b6645304,The Smithsonian Natural History Web (scroll down two or three times),The Smithsonian website was created in 2001.,de,German,1
21bdd78474,i don't even know how they figure it really i'm glad i don't work in a store,I'm really happy that I work in a store.,en,English,2
bc0cacd696,He caught his breath.,He breathed.,en,English,0
f611b5b508,"In horse vehicles, you see sophisticated villagers plow and harvest, floor, grind the flour in the mill, weave, and horse riding.",Will not let you go to the villages.,hi,Hindi,2
3f6444a65d,Blair has just published a volume of speeches and articles titled New Britain : My,Blair recently published an assortment of speeches.,en,English,0
7e339c2fc0,We are not even not even tell me recently,They did not go to the store last month.,ar,Arabic,1
a94795bd92,Dr. Richards never ceases to surprise us.,Dr. Richards constantly surprises us.,ru,Russian,0
cdaeb6faa9,"When a person finds himself in the scenario of involuntary grandeur, he comes back once and uses this phrase, such as enjoying the dance of a beautiful dancer with alcohol in a beautiful restaurant.",Most people rarely find themselves in this kind of condition.,hi,Hindi,1
1ec4b7d313,"For hotel arrangements, see Intelligence Report, Khallad Interrogation, January.",Three different hotel rooms have been booked for this event.,ar,Arabic,1
e439ea18cb,"Venice and its Repubblica Serena rebounded to turn to the mainland, extending its Veneto territory from Padua across the Po valley as far as Bergamo.",Venice and Reppublica Serena had similar hopes and plans.,en,English,1
af4a083cd9,"Captain, he said, and while speaking he pointed out to the ships that pursued them, Colonel Bishop holds us.",There were boats that pursued them.,fr,French,0
e0ed5f6739,"This site provides information links, tools, and resources developed for the benefit of the audit profession, including audit programs, best practices, and research services.",Auditors can use this site to find tools and resources and learn about best practices.,en,English,0
0c2f6a9d3d,well that would be a help i wish they would do that here we have got so little landfill space left that we're going to run out before the end of this decade and it's really going to be,If people cut down the amount of trash they make that would also help solve the problem.,en,English,1
28eb78f385,"Give it to its own device. This reaction is capable, and when there is an excessive triam compared with the balance between the hexagonal and the triterlages, it flows through the balancing energy.",This reaction cannot synthesize the hexagon.,zh,Chinese,2
b1161f1116,"Missouri was asked to continue its planning efforts and file a supplemental planning report with LSC on or before October 1, 1999.",Missouri was told to cease all planning efforts immediately.,en,English,2
e11d757eca,"""We are paying the price of space to stay for you,"" he said.",They will not pay anything for us.,ur,Urdu,2
6a29b922e7,Newsweeklies cover packages satisfy restless parents.,Newsweeklies are designing coverage packages to address young children or the elderly.,el,Greek,2
21863d65a3,"'Wait here,' I was ordered.",He told me to wait.,en,English,0
9dd308fdeb,"What's needed, alongside an evacuation plan, is a realistic program to stabilize conditions for those left behind.","Once everyone has been evacuated as much as possible, we can't worry about those left behind.",en,English,2
5e37e35f9e,Each room was outfitted with a leather sofa and three fold-out beds for students exhausted after a full day of hard work.,"Every student slept in these housings, no matter what.",en,English,1
838ca611c6,"There are no gods here now, said the voice of the monster in front of them.",A monster spoke to them.,en,English,0
eaf3299600,"UM, you have to call Ramona in Concord.Keep in mind that you are in an office.Actually, he is in a client on the other side of the city.We are in Monroe.She is in Concord.",Ramona has never been in Concord.,es,Spanish,2
b88fa9b023,"At Christmas, the children were fucking on the doors and visiting homes, asking and receiving candy or small toys.","At Christmas, the children went to the North Pole to visit Santa.",bg,Bulgarian,2
27ea06da55,"Behind the hotel, the 1893 statue of Samuel de Champlain, the founder of Dufferin Terrace, offers a magnificent scenery via St. Lawrence and the river to Ile D'Oleans.",Both statues are made of marble.,th,Thai,1
2e107bb871,"See Ed Billing Interview (April 14, 2004) for Billing's Warning.",Ed Ballinger warned several times during the interview.,ur,Urdu,0
d2f29568bb,"I had rejected it as absurd, nevertheless it persisted.",I rejected it as absurd but it persisted out of protest.,en,English,1
a82ff31079,Linguists have shown that the first frank language (known by many linguists as a Mediterranean frank lingua) was already spoken before the first crusade began in 1096 d.C.,"According to Lingua Franca, she was spoken after the first crusade.",es,Spanish,0
0b6dfad320,"If so, only a regular selection would be able to do so.","If so, then it was created that way by God.",sw,Swahili,2
cb26d76c2b,We ask all the nations that join us.,We need at least 10 countries that join us.,es,Spanish,1
b70ac90984,"He is a student of a student, a good teacher, a friend, a priest, an uncle, and a real friend.",All his students said that he was the best teacher they had once.,zh,Chinese,1
f1e190e7a9,"Lalley also is enthused about other bar efforts on behalf of the poor, most notably the Legal Assistance Center will operate out of the new courthouse.",The poor are also enthusiastic about the bar's help towards them.,en,English,1
92de072e0c,Then Shuman claims that Linux provides no graphical user interface.,They hated to admit it was a superior product.,en,English,1
a5042df531,Las Vegas now seems poised to accept the multiple layers of its existence as a tourist city.,Las Vegas appeals to multiple types of people.,en,English,0
60d49236b9,"On Fox News Sunday , host Tony Snow touted a poll showing that 60 percent of Americans think the allegations represent a pattern of behavior.",Tony Snow was not able to show a poll showing the Americans thoughts on the allegations.,en,English,2
346cb51c3c,"I will call you back after about an hour, he said.",He said they finished speaking.,vi,Vietnamese,2
ab892e0354,because uh i know people who eat tons of that kind of stuff and they're just as healthy as can be,"People who eat unhealthy foods are not sick are lucky, so far.",en,English,1
f3d17e0c74,"The merciless Minister of Defense Gustav Noska mobilized to suppress the movement of the 4,000th frycor (consisting of right attack aircraft).",Noska wanted everything to continue at once.,ru,Russian,2
40a8e23a57,"During the preschool and elementary school years, the thought is most attached to here and now.",Preschool children and younger students often dream of the future.,ru,Russian,2
9a77d5ee57,Piccadilly Tube station.,Piccadilly subway station.,en,English,0
354d03f4fc,"The great attraction of the church is the splendid exterior, which is crowned by golden onion-shaped cupolas.","The outside of the church isn't much to look at, but the inside is intricately decorated.",en,English,2
443cd9310c,"Even if the preliminary technique and contract negotiation have lasted from six to eight months, the total time of completing two 900 MWE units will be about 17 to 19 months.",What more than 8 months is too much.,vi,Vietnamese,1
b29df74285,"The United States used to protect and still protect Muslims from the tyrants and criminals in Somalia Bosnia, Cosawo, Afghanistan and Iraq.",Muslims in Somalia are sometimes threatened by dictatorship.,th,Thai,0
297e222423,"Americans should also think about how to do so, by organizing their government differently.",The government can only be organized in one way and any attempt to change it would be foolish.,fr,French,2
d6d5f0d769,much with whatever it's with the Black the Black problem or whatever that may be now,There is no Black problem at all.,en,English,2
41c33a4e34,"Finally added a cloister, a gallery and a tower.",He never added anything.,es,Spanish,2
d7e463a779,I have a job from you,I have no help,ur,Urdu,2
04126b713d,"appropriate agency representatives, help resolve","the right agency workers, help fix my security system",en,English,1
274c5141bc,"Instead of indulging in the usual teary nostalgia about baseball (that means you, Ken Burns), Will considered it as a craft, explaining exactly why a manager calls a hit-and-run now and not on the next pitch, how a pitcher sets up his fastball, why a shortstop moves in a step for one kind of double play and out a step for another.",Will is so passionate when he talks about baseball.,en,English,1
8e80e42df6,Where is art?,What is the place of virtue?,en,English,2
fc9bfbfae4,There are also ferries to Discovery Bay.,There aren't any ferries to Discovery Bay.,en,English,2
997f6f7d3c,yeah and then about every five years you have to dig them up and throw them away and start over again they don't last forever,they last forever.,en,English,2
24fccedb19,NOx can be transported long distances and contribute to ozone many hundreds of miles from its source.,NOx moves hundreds of miles from its starting point to for ozone.,en,English,0
47f9bb74ba,"To the south, the former fishing villages of Sorrento and Positano spill down the craggy cliffs of the serpentine Amalfi coast, justifiably tauted as one of the world's most beautiful drives.",Positano and Sorrento are similar sizes.,en,English,1
63b3b57db3,News argues that most of America's 93 million volunteers aren't doing much good.,News points out that America's volunteers need to do more.,en,English,1
dffdb6cfdc,"Sabol said he should go to the casual refueling attitude, but this has been conveniently resolved.",Sabol said that again and again he should stop for refueling.,el,Greek,0
42516487b6,Be forewarned that the download takes quite a while via modem.,Downloading this over a modem will take approximately three days.,en,English,1
374f1b0c64,um yeah we've tried to do that we've paid ours off you know all the way down to where we had everything down to zero and especially right before i i quit work two years ago to stay home with the kids,We did not pay ours off at any time.,en,English,2
d5ba0bf8b4,"From the beginning, people must have names to identify themselves.","Before language, in the beginning of people, it was impossible for people to distinguish JIM and John.",zh,Chinese,2
3ba0610810,What changed?,What was different?,en,English,0
610e354a0d,"No, don't answer.",Don't say a word.,en,English,0
47843808d5,"Life, unlike Reich's book, is not a series of morality fables.",Life is a bunch of fables.,en,English,2
01a9c10bf6,"Favorite items that will help preserve your memories of the rugged Lakeland countryside are clothing or blankets made from the local Herdwick wool, coasters of polished slate, or walking sticks with ram's-horn handles.",They don't sell any souveineers.,en,English,2
